algorithm	localsearch	alpha	beta	rho	ants	q0	rasrank	elitistants	nnls	dlb
"acs"	"3"	2.82	2.94	0.99	57	0.64	NA	NA	24	"0"
"ras"	"3"	2.5	1.43	0.96	80	NA	80	NA	22	"0"
"eas"	"3"	1.65	7.82	0.18	16	NA	NA	411	36	"1"
"acs"	"3"	1.47	6.2	0.89	15	0.65	NA	NA	9	"0"
"acs"	"3"	3.57	5.25	0.16	43	0.58	NA	NA	38	"1"
"acs"	"3"	4.45	6.53	0.9	60	0.29	NA	NA	22	"0"
"acs"	"3"	3.79	6.85	1	68	0.3	NA	NA	19	"0"
"acs"	"3"	2.23	8.02	0.9	32	0.56	NA	NA	11	"0"
"mmas"	"3"	2.6	4.63	0.19	15	NA	NA	NA	31	"1"
"acs"	"3"	2.52	4.46	0.69	66	0.55	NA	NA	14	"0"
"acs"	"3"	2.34	9.79	0.79	44	0.31	NA	NA	19	"0"
"mmas"	"3"	2.55	5.36	0.24	23	NA	NA	NA	25	"1"
"acs"	"3"	1.99	8.65	0.69	35	0.67	NA	NA	14	"0"
"acs"	"3"	3.56	7.03	0.93	59	0.23	NA	NA	20	"0"
"acs"	"3"	3.59	6.7	0.94	69	0.24	NA	NA	16	"0"
"acs"	"3"	3.42	7.3	0.96	63	0.3	NA	NA	17	"0"
"acs"	"3"	3.79	7.35	0.92	65	0.17	NA	NA	19	"0"
"acs"	"3"	3.67	7.48	0.88	64	0.37	NA	NA	16	"0"
"ras"	"3"	4.85	7.18	0.56	68	NA	87	NA	10	"0"
"acs"	"3"	1.46	3.37	0.45	31	0.72	NA	NA	29	"0"
"mmas"	"3"	1.06	1.02	0.92	37	NA	NA	NA	32	"0"
"acs"	"3"	4.55	5.2	0.85	61	0.34	NA	NA	34	"0"
"acs"	"3"	4.49	5.66	0.49	61	0.11	NA	NA	36	"0"
"acs"	"3"	1.95	3.46	0.73	35	0.32	NA	NA	23	"0"
"mmas"	"3"	1.04	5.72	0.94	23	NA	NA	NA	34	"0"
"acs"	"3"	4.4	5.92	0.4	56	0.05	NA	NA	21	"0"
"acs"	"3"	3.33	6.26	0.52	60	0.09	NA	NA	34	"0"
"acs"	"3"	3.82	6.03	0.36	53	0.08	NA	NA	32	"0"
"acs"	"3"	3.23	6.46	0.18	42	0.4	NA	NA	24	"0"
"mmas"	"3"	1.07	5.68	0.85	22	NA	NA	NA	35	"0"
"acs"	"3"	3.91	6.59	0.32	54	0.27	NA	NA	17	"0"
"acs"	"3"	4.1	5.58	0.35	58	0.11	NA	NA	20	"0"
"acs"	"3"	3.4	6.74	0.41	60	0.41	NA	NA	29	"0"
"acs"	"3"	4.4	6.11	0.25	54	0.36	NA	NA	20	"0"
"acs"	"3"	4.3	4.89	0.28	58	0.08	NA	NA	20	"0"
"acs"	"3"	3.48	5.89	0.35	57	0.19	NA	NA	22	"0"
"acs"	"3"	4.71	6.64	0.32	58	0.33	NA	NA	23	"0"
"acs"	"3"	4.1	4.77	0.41	63	0.38	NA	NA	19	"0"
"acs"	"3"	4.3	6.69	0.35	58	0.34	NA	NA	20	"0"
"acs"	"3"	4.19	4.47	0.27	57	0.01	NA	NA	22	"0"
"acs"	"3"	4.21	6.74	0.28	56	0.46	NA	NA	17	"0"
"acs"	"3"	4.03	4.58	0.27	52	0.05	NA	NA	20	"0"
"acs"	"3"	3.26	6.74	0.47	16	0.72	NA	NA	35	"1"
"acs"	"3"	4.65	4.91	0.76	64	0.14	NA	NA	18	"1"
"acs"	"3"	4.68	7.44	0.7	7	0.44	NA	NA	45	"0"
"acs"	"3"	3.92	5	0.78	64	0.87	NA	NA	40	"1"
"acs"	"3"	3.03	5.98	0.58	63	0.36	NA	NA	25	"1"
"ras"	"3"	2.45	1.43	0.39	48	NA	5	NA	31	"0"
"acs"	"3"	3.4	6.43	0.61	55	0.12	NA	NA	8	"0"
"ras"	"3"	3.23	1.14	0.45	63	NA	17	NA	35	"0"
"acs"	"3"	3.74	5.58	0.55	60	0.15	NA	NA	10	"0"
"acs"	"3"	2.47	7.46	0.75	58	0.31	NA	NA	12	"0"
"acs"	"3"	3.05	5.7	0.84	62	0.36	NA	NA	27	"1"
"ras"	"3"	2.72	0.72	0.31	33	NA	17	NA	36	"0"
"acs"	"3"	4.06	5.45	0.66	65	0.29	NA	NA	8	"0"
"acs"	"3"	3.82	6.01	0.38	61	0.16	NA	NA	16	"0"
"acs"	"3"	2.99	9.08	0.73	54	0.42	NA	NA	12	"0"
"acs"	"3"	4.32	3.92	0.45	65	0.25	NA	NA	12	"0"
"acs"	"3"	4.24	6.27	0.58	69	0.38	NA	NA	11	"0"
"acs"	"3"	3.48	8.29	0.65	61	0.34	NA	NA	8	"0"
"acs"	"3"	4.15	6.21	0.34	57	0.14	NA	NA	15	"0"
"acs"	"3"	4.8	6.11	0.34	65	0.25	NA	NA	19	"0"
"acs"	"3"	3.7	9.25	0.55	59	0.32	NA	NA	8	"0"
"acs"	"3"	4.54	6.41	0.62	67	0.47	NA	NA	10	"0"
"acs"	"3"	4.57	5.63	0.23	58	0.14	NA	NA	15	"0"
"acs"	"3"	4.13	6.25	0.58	68	0.46	NA	NA	13	"0"
"acs"	"3"	3.39	9.46	0.49	52	0.41	NA	NA	9	"0"
"mmas"	"3"	2.1	8.85	0.89	92	NA	NA	NA	19	"1"
"as"	"3"	4.3	6.74	0.84	59	NA	NA	NA	12	"1"
"eas"	"3"	2	5.87	0.09	18	NA	NA	557	11	"1"
"acs"	"2"	2.31	6.21	0.3	34	0.3	NA	NA	29	"1"
"mmas"	"3"	4.7	7.4	0.44	97	NA	NA	NA	9	"1"
"eas"	"3"	0.95	4.19	0.27	22	NA	NA	667	15	"1"
"mmas"	"3"	4.03	7.92	0.29	61	NA	NA	NA	17	"1"
"eas"	"3"	1.46	5.21	0.15	15	NA	NA	681	13	"1"
"eas"	"3"	0.82	0.98	0.53	10	NA	NA	294	11	"0"
"mmas"	"3"	4.88	6	0.23	86	NA	NA	NA	15	"1"
"mmas"	"3"	4.62	5.97	0.32	74	NA	NA	NA	29	"1"
"mmas"	"3"	4.05	6.52	0.33	66	NA	NA	NA	22	"1"
"mmas"	"3"	3.58	7.92	0.45	80	NA	NA	NA	19	"1"
"mmas"	"3"	4.31	7.42	0.34	61	NA	NA	NA	22	"1"
"eas"	"3"	0.75	0.71	0.38	7	NA	NA	274	7	"0"
"mmas"	"3"	3.53	7.02	0.26	48	NA	NA	NA	28	"1"
"mmas"	"3"	3.67	6.54	0.33	67	NA	NA	NA	27	"1"
"mmas"	"3"	3.41	8.3	0.34	52	NA	NA	NA	20	"1"
"mmas"	"3"	3.69	6.81	0.28	53	NA	NA	NA	24	"1"
"mmas"	"3"	3.86	7.02	0.34	56	NA	NA	NA	22	"1"
"mmas"	"3"	3.49	7.26	0.29	44	NA	NA	NA	30	"1"
"mmas"	"3"	4.12	6.65	0.29	52	NA	NA	NA	20	"1"
"mmas"	"3"	3.58	7.14	0.33	43	NA	NA	NA	32	"1"
"mmas"	"3"	3.79	6.63	0.29	48	NA	NA	NA	23	"1"
"mmas"	"3"	4.1	6.62	0.3	54	NA	NA	NA	19	"1"
"mmas"	"3"	4.08	6.69	0.25	46	NA	NA	NA	24	"1"
"ras"	"3"	4.9	6.39	0.25	18	NA	19	NA	6	"0"
"acs"	"3"	3.54	9.05	0.8	65	0.61	NA	NA	44	"0"
"acs"	"3"	2.45	4.76	0.61	30	0.52	NA	NA	49	"0"
"acs"	"3"	3.55	5.5	0.59	71	0.99	NA	NA	43	"0"
"acs"	"3"	4.5	8.31	0.53	62	0.29	NA	NA	32	"0"
"acs"	"3"	3.05	9.53	0.53	53	0.64	NA	NA	35	"0"
"acs"	"3"	3.28	7.79	0.73	28	0.33	NA	NA	44	"1"
"acs"	"3"	2.82	7.94	0.62	43	0.62	NA	NA	43	"0"
"acs"	"3"	2.77	9.21	0.76	32	0.2	NA	NA	45	"1"
"acs"	"3"	4.64	6.82	0.51	63	0.37	NA	NA	25	"0"
"acs"	"3"	3.64	9.96	0.69	50	0.13	NA	NA	41	"1"
"acs"	"3"	3.92	8.24	0.54	60	0.29	NA	NA	30	"0"
"acs"	"3"	2.56	9.09	0.66	32	0.24	NA	NA	41	"1"
"acs"	"3"	3.56	8.32	0.64	54	0.26	NA	NA	27	"0"
"acs"	"3"	3.76	6.83	0.45	58	0.2	NA	NA	27	"0"
"acs"	"3"	3.36	7.22	0.64	58	0.21	NA	NA	27	"0"
"acs"	"3"	3.76	8.48	0.67	60	0.2	NA	NA	26	"0"
"acs"	"3"	3.68	9.7	0.56	51	0.25	NA	NA	27	"0"
"acs"	"3"	4.89	7.32	0.42	64	0.39	NA	NA	25	"0"
"acs"	"3"	3.06	7.47	0.63	52	0.26	NA	NA	29	"0"
"acs"	"3"	4.46	7.5	0.35	63	0.36	NA	NA	21	"0"
"acs"	"3"	3.63	9.67	0.58	48	0.26	NA	NA	26	"0"
"acs"	"3"	3.21	6.6	0.67	59	0.23	NA	NA	25	"0"
"acs"	"3"	4.8	7.39	0.48	65	0.43	NA	NA	27	"0"
"acs"	"3"	3.66	6.06	0.46	56	0.2	NA	NA	25	"0"
"acs"	"3"	4.82	7.6	0.36	64	0.41	NA	NA	21	"0"
"eas"	"3"	4	0.81	0.52	72	NA	NA	233	47	"0"
"mmas"	"2"	2.75	3.31	0.27	48	NA	NA	NA	13	"1"
"acs"	"2"	2.13	9.56	0.89	60	0.84	NA	NA	19	"1"
"as"	"3"	3.22	4.25	0.98	99	NA	NA	NA	49	"1"
"ras"	"3"	2.56	4.72	0.45	97	NA	3	NA	28	"0"
"as"	"3"	3.87	0.83	0.82	96	NA	NA	NA	26	"1"
"ras"	"3"	3.14	4.89	0.55	95	NA	13	NA	32	"1"
"eas"	"3"	2.16	2.52	0.54	85	NA	NA	194	34	"0"
"as"	"3"	2.74	0.3	0.99	71	NA	NA	NA	28	"0"
"ras"	"3"	3.55	4.84	0.56	69	NA	36	NA	16	"0"
"ras"	"3"	3.01	5.03	0.51	76	NA	9	NA	16	"0"
"ras"	"3"	3.98	5.02	0.65	86	NA	10	NA	27	"0"
"ras"	"3"	2.87	2.8	0.93	85	NA	22	NA	24	"0"
"ras"	"3"	3.09	4.35	0.64	60	NA	10	NA	17	"0"
"ras"	"3"	4.09	4.79	0.64	59	NA	16	NA	22	"0"
"ras"	"3"	3.76	3.86	0.63	75	NA	18	NA	20	"0"
"ras"	"3"	2.49	2.31	0.93	85	NA	9	NA	25	"0"
"ras"	"3"	2.21	1.69	0.97	77	NA	17	NA	18	"0"
"ras"	"3"	2.87	3.26	0.67	56	NA	12	NA	23	"0"
"ras"	"3"	3.26	1.33	0.87	76	NA	15	NA	23	"0"
"ras"	"3"	2.73	1.98	0.73	89	NA	23	NA	28	"0"
"ras"	"3"	2.59	2.09	0.89	88	NA	18	NA	22	"0"
"ras"	"3"	2.33	1.88	0.95	82	NA	21	NA	16	"0"
"ras"	"3"	2.72	3.64	0.63	53	NA	11	NA	19	"0"
"ras"	"3"	2.51	2.39	0.95	71	NA	19	NA	16	"0"
"ras"	"3"	2.65	2.55	0.97	75	NA	16	NA	13	"0"
"ras"	"3"	2.32	2.2	0.92	67	NA	15	NA	16	"0"
"ras"	"3"	2.45	2.28	0.94	75	NA	19	NA	11	"0"
"acs"	"2"	2.97	1.95	0.31	31	0.43	NA	NA	16	"1"
"acs"	"3"	3.09	3.8	0.61	63	0.32	NA	NA	20	"0"
"acs"	"3"	3.72	7.06	0.62	54	0.78	NA	NA	21	"0"
"acs"	"3"	2.49	5.27	0.82	69	0.98	NA	NA	8	"0"
"ras"	"3"	3.09	3.21	0.85	54	NA	44	NA	25	"0"
"acs"	"3"	3.41	2.91	0.85	67	0.8	NA	NA	14	"0"
"acs"	"3"	3.51	0.94	0.86	68	0.44	NA	NA	10	"0"
"acs"	"3"	2.93	2.31	0.86	72	0.72	NA	NA	10	"0"
"acs"	"3"	3.37	3.54	0.98	72	0.71	NA	NA	9	"0"
"acs"	"3"	3.68	4.8	0.47	56	0.48	NA	NA	18	"0"
"acs"	"3"	3.01	2.37	0.78	60	0.33	NA	NA	12	"0"
"acs"	"3"	2.57	2.33	0.78	62	0.7	NA	NA	9	"0"
"acs"	"3"	2.44	2.7	0.81	63	0.69	NA	NA	11	"0"
"acs"	"3"	3.73	5.42	0.47	59	0.37	NA	NA	15	"0"
"acs"	"3"	2.94	2.85	0.75	60	0.23	NA	NA	14	"0"
"acs"	"3"	2.68	1.96	0.72	59	0.33	NA	NA	10	"0"
"as"	"3"	2.45	2.14	0.15	33	NA	NA	NA	8	"0"
"acs"	"2"	2.37	5.42	0.35	23	0	NA	NA	30	"0"
"eas"	"3"	1.59	3.53	0.67	79	NA	NA	338	22	"0"
"acs"	"3"	2.02	9.31	0.25	19	0.21	NA	NA	21	"0"
"ras"	"3"	4.36	4.23	0.45	59	NA	13	NA	17	"0"
"acs"	"3"	2.5	3.33	0.63	40	0.19	NA	NA	18	"0"
"acs"	"3"	3.89	2.93	0.19	59	0.57	NA	NA	16	"0"
"acs"	"3"	2.52	5.57	0.53	42	0.24	NA	NA	20	"0"
"acs"	"3"	2.33	8.47	0.49	30	0.17	NA	NA	22	"0"
"ras"	"3"	2.17	0.55	0.82	41	NA	15	NA	22	"0"
"acs"	"3"	2.4	8.72	0.17	29	0.2	NA	NA	16	"0"
"acs"	"3"	3.1	7.17	0.52	49	0.08	NA	NA	19	"0"
"ras"	"3"	2.51	1.81	0.71	55	NA	16	NA	25	"0"
"acs"	"3"	2.94	9.17	0.42	34	0.31	NA	NA	15	"0"
"ras"	"3"	2.34	1.93	0.79	55	NA	15	NA	21	"0"
"ras"	"3"	2.53	1.95	0.71	44	NA	16	NA	29	"0"
"ras"	"3"	2.43	2.84	0.74	41	NA	13	NA	24	"0"
"ras"	"3"	2.43	0.95	0.9	67	NA	18	NA	22	"0"
"ras"	"3"	2.21	1.44	0.79	69	NA	14	NA	18	"0"
"ras"	"3"	2.3	1.36	0.88	67	NA	12	NA	24	"0"
"ras"	"3"	2.27	1.92	0.83	69	NA	16	NA	17	"0"
"ras"	"3"	2.41	2.12	0.9	67	NA	12	NA	24	"0"
"ras"	"3"	2.09	1.34	0.91	66	NA	16	NA	11	"0"
"ras"	"3"	2.32	1.66	0.81	73	NA	14	NA	18	"0"
"ras"	"3"	2.34	1.66	0.74	55	NA	14	NA	20	"0"
"ras"	"3"	2.56	1.72	0.75	62	NA	17	NA	18	"0"
"as"	"3"	3.76	5.52	0.47	27	NA	NA	NA	20	"0"
"acs"	"3"	4.26	3.98	0.06	38	0.61	NA	NA	14	"0"
"acs"	"3"	2.96	1.94	0.63	38	0.31	NA	NA	32	"1"
"ras"	"3"	2.57	2.13	0.91	35	NA	54	NA	30	"1"
"ras"	"3"	3.11	1.96	0.58	54	NA	57	NA	39	"0"
"acs"	"3"	1.4	3.74	0.73	33	0.38	NA	NA	27	"1"
"acs"	"3"	3.92	4.1	0.17	48	0.75	NA	NA	16	"0"
"acs"	"3"	1.91	3.96	0.44	56	0.76	NA	NA	23	"0"
"acs"	"3"	3.33	4.43	0.23	44	0.21	NA	NA	25	"0"
"acs"	"3"	2.94	2.16	0.31	37	0.59	NA	NA	11	"0"
"acs"	"3"	3.59	1.93	0.02	39	0.94	NA	NA	9	"0"
"acs"	"3"	2.87	4.63	0.08	24	0.68	NA	NA	11	"0"
"acs"	"3"	2.52	0.96	0.22	33	0.6	NA	NA	10	"0"
"acs"	"3"	3.78	4.8	0.24	52	0.18	NA	NA	29	"0"
"acs"	"3"	2.8	4.55	0.2	46	0.37	NA	NA	25	"0"
"acs"	"3"	4.42	2.86	0.06	46	0.8	NA	NA	15	"0"
"acs"	"3"	2.77	4.99	0.32	49	0.37	NA	NA	26	"0"
"acs"	"3"	3.31	5.4	0.1	40	0.27	NA	NA	30	"0"
"acs"	"3"	4.73	2.72	0.04	43	0.72	NA	NA	17	"0"
"acs"	"3"	3.6	3.19	0.03	39	0.89	NA	NA	11	"0"
"acs"	"3"	4.45	2.49	0.06	46	0.64	NA	NA	15	"0"
"acs"	"3"	2.2	6.49	0.44	18	0.22	NA	NA	34	"1"
"acs"	"3"	4.16	9.28	0.66	49	0.28	NA	NA	36	"1"
"acs"	"3"	4.05	8.28	0.83	31	0.1	NA	NA	25	"1"
"mmas"	"3"	1.1	6.7	0.83	44	NA	NA	NA	17	"1"
"acs"	"3"	1.9	4.23	0.86	49	0.18	NA	NA	44	"1"
"acs"	"3"	2.91	5.91	0.37	56	0.68	NA	NA	30	"1"
"ras"	"3"	2.92	6.5	0.54	35	NA	7	NA	31	"1"
"acs"	"3"	2.88	7.45	0.55	32	0.32	NA	NA	35	"1"
"mmas"	"3"	1.12	9.47	0.89	32	NA	NA	NA	19	"1"
"mmas"	"3"	1.26	9.63	0.87	26	NA	NA	NA	22	"1"
"mmas"	"3"	0.99	4.03	0.87	61	NA	NA	NA	28	"1"
"acs"	"3"	3.26	7.86	0.16	37	0.66	NA	NA	34	"1"
"acs"	"3"	3.37	7.72	0.08	40	0.64	NA	NA	35	"1"
"acs"	"3"	2.95	6.1	0.39	54	0.68	NA	NA	30	"1"
"acs"	"3"	2.86	7.13	0.38	53	0.68	NA	NA	29	"1"
"acs"	"3"	2.54	6.2	0.38	51	0.66	NA	NA	32	"1"
"acs"	"3"	2.59	5.26	0.36	56	0.66	NA	NA	27	"1"
"acs"	"3"	2.88	7.06	0.38	49	0.62	NA	NA	31	"1"
"mmas"	"3"	1.1	6.12	0.83	40	NA	NA	NA	16	"1"
"acs"	"3"	2.5	6.25	0.37	52	0.67	NA	NA	31	"1"
"eas"	"3"	3.49	8.31	0.5	95	NA	NA	199	10	"0"
"as"	"3"	4.43	2.68	0.57	53	NA	NA	NA	42	"0"
"acs"	"3"	1.73	4.47	0.69	31	0.52	NA	NA	25	"0"
"mmas"	"3"	1.44	2.13	0.54	52	NA	NA	NA	41	"0"
"acs"	"3"	2.27	6.72	0.89	25	0.43	NA	NA	12	"0"
"acs"	"3"	1.75	6.98	0.85	43	0.67	NA	NA	22	"0"
"acs"	"3"	2.09	7.49	0.62	27	0.58	NA	NA	19	"0"
"acs"	"3"	1.68	4.92	0.77	51	0.45	NA	NA	11	"0"
"acs"	"3"	2.01	6.57	0.67	44	0.55	NA	NA	9	"0"
"acs"	"3"	1.62	7	0.91	37	0.68	NA	NA	25	"0"
"acs"	"3"	2.47	7.73	0.83	26	0.37	NA	NA	10	"0"
"acs"	"3"	1.99	3.92	0.99	66	0.81	NA	NA	19	"0"
"acs"	"3"	2.48	7.78	0.68	37	0.29	NA	NA	11	"0"
"acs"	"3"	1.86	3.09	0.97	64	0.82	NA	NA	17	"0"
"acs"	"3"	2.5	7.07	0.52	45	0.54	NA	NA	11	"0"
"acs"	"3"	2.16	8.38	0.78	39	0.37	NA	NA	15	"0"
"acs"	"3"	1.89	7.69	0.72	40	0.32	NA	NA	10	"0"
"acs"	"3"	2.39	9.12	0.59	35	0.29	NA	NA	10	"0"
"acs"	"3"	2.03	6.34	0.66	53	0.52	NA	NA	11	"0"
"acs"	"3"	2.05	6.38	0.65	50	0.51	NA	NA	8	"0"
"acs"	"3"	2.01	5.9	0.67	49	0.47	NA	NA	11	"0"
"acs"	"3"	2.14	8.51	0.56	34	0.31	NA	NA	10	"0"
"acs"	"3"	2.14	7.01	0.56	42	0.49	NA	NA	11	"0"
"acs"	"3"	2.16	6.07	0.68	52	0.46	NA	NA	10	"0"
"acs"	"3"	2.03	6.75	0.64	47	0.47	NA	NA	10	"0"
"acs"	"3"	2.7	0.37	0.87	14	0.44	NA	NA	5	"0"
"eas"	"3"	1.61	2.56	0.96	77	NA	NA	128	29	"1"
"acs"	"3"	4.03	9.59	0.42	66	0.83	NA	NA	21	"1"
"acs"	"3"	3.05	1.55	0.35	29	0.29	NA	NA	8	"0"
"acs"	"3"	2.58	5.35	0.71	59	0.54	NA	NA	13	"0"
"acs"	"3"	3.98	0.02	0.35	51	0.22	NA	NA	19	"0"
"acs"	"3"	2.68	5.9	0.72	58	0.45	NA	NA	14	"1"
"acs"	"3"	4.9	7.92	0.13	53	0.4	NA	NA	6	"1"
"acs"	"3"	2.5	3.97	0.7	64	0.6	NA	NA	9	"1"
"acs"	"3"	3.54	5.69	0.71	69	0.49	NA	NA	12	"1"
"acs"	"3"	2.7	5.47	0.72	59	0.6	NA	NA	10	"1"
"acs"	"3"	3.91	5.6	0.63	67	0.49	NA	NA	9	"1"
"acs"	"3"	2.95	4.96	0.6	63	0.47	NA	NA	10	"1"
"acs"	"3"	2.89	3.61	0.65	64	0.5	NA	NA	9	"1"
"acs"	"3"	3.92	5.82	0.56	64	0.48	NA	NA	9	"1"
"acs"	"3"	3.88	5.61	0.62	67	0.46	NA	NA	9	"1"
"acs"	"3"	4.09	5.74	0.56	68	0.58	NA	NA	10	"1"
"acs"	"3"	2.69	5.81	0.76	59	0.51	NA	NA	9	"1"
"acs"	"3"	4.2	5.5	0.57	71	0.59	NA	NA	10	"1"
"acs"	"3"	1.64	7.03	0.25	25	0.74	NA	NA	21	"1"
"mmas"	"3"	1.31	5.48	0.67	63	NA	NA	NA	17	"1"
"acs"	"3"	1.83	4.27	0.52	38	0.27	NA	NA	17	"1"
"acs"	"3"	2.66	2.55	0.75	36	0.37	NA	NA	37	"0"
"acs"	"3"	2.34	5.68	0.67	32	0.25	NA	NA	14	"0"
"acs"	"3"	2.75	8.8	0.66	26	0.5	NA	NA	19	"0"
"acs"	"3"	2.19	7.76	0.17	36	0.67	NA	NA	15	"0"
"acs"	"3"	2.43	6.17	0.53	54	0.15	NA	NA	11	"0"
"acs"	"3"	2.34	3.39	0.53	41	0.43	NA	NA	23	"1"
"mmas"	"3"	0.9	6.13	0.99	23	NA	NA	NA	10	"0"
"acs"	"3"	2.27	5.85	0.53	38	0.1	NA	NA	14	"0"
"mmas"	"3"	0.98	5.79	0.8	34	NA	NA	NA	13	"0"
"acs"	"3"	2.12	6.91	0.54	44	0.06	NA	NA	10	"0"
"acs"	"3"	2.88	5.27	0.45	53	0.16	NA	NA	15	"0"
"mmas"	"3"	1.15	6.16	0.78	48	NA	NA	NA	12	"0"
"acs"	"3"	2.48	6.06	0.47	47	0.13	NA	NA	11	"0"
"acs"	"3"	2.65	5.12	0.5	55	0.15	NA	NA	14	"0"
"acs"	"3"	2.88	5.66	0.4	49	0.09	NA	NA	12	"0"
"acs"	"3"	2.14	5.91	0.51	41	0.08	NA	NA	13	"0"
"acs"	"3"	2.72	5.87	0.41	49	0.09	NA	NA	12	"0"
"mmas"	"3"	1.44	9.31	0.97	75	NA	NA	NA	7	"1"
"mmas"	"2"	0.97	2.74	0.75	30	NA	NA	NA	11	"1"
"mmas"	"3"	2.12	7.28	0.51	22	NA	NA	NA	33	"1"
"acs"	"3"	4.02	7.83	0.46	47	0.82	NA	NA	13	"1"
"mmas"	"3"	2.07	7.21	0.61	82	NA	NA	NA	13	"0"
"acs"	"3"	2.81	0.73	0.22	42	0.54	NA	NA	13	"1"
"acs"	"3"	2.39	2.07	0.79	52	0.38	NA	NA	31	"0"
"acs"	"3"	2.64	0.18	0.17	31	0.49	NA	NA	17	"1"
"acs"	"3"	4.23	6.92	0.45	41	0.07	NA	NA	34	"1"
"acs"	"3"	2.59	5.04	0.1	40	0.34	NA	NA	12	"1"
"acs"	"3"	3.71	6.19	0.73	61	0.09	NA	NA	30	"1"
"acs"	"3"	2.23	3.72	0.29	44	0.76	NA	NA	8	"1"
"acs"	"3"	3.16	0.26	0.21	43	0.62	NA	NA	18	"1"
"acs"	"3"	2.37	4.41	0.24	47	0.69	NA	NA	10	"1"
"acs"	"3"	3.12	4.31	0.1	45	0.26	NA	NA	10	"1"
"acs"	"3"	3.41	0.33	0.07	33	0.55	NA	NA	14	"1"
"acs"	"3"	2.44	5.16	0.1	40	0.75	NA	NA	10	"1"
"acs"	"3"	2.37	5.43	0.07	34	0.77	NA	NA	10	"1"
"acs"	"3"	2.66	4.94	0.12	42	0.74	NA	NA	10	"1"
"acs"	"3"	2	3.21	0.34	47	0.83	NA	NA	8	"1"
"acs"	"3"	2.47	4.68	0.22	48	0.74	NA	NA	10	"1"
"acs"	"3"	2.46	5.59	0.08	33	0.79	NA	NA	9	"1"
"acs"	"3"	2.86	4.78	0.12	42	0.76	NA	NA	11	"1"
"acs"	"3"	2.56	4.76	0.18	46	0.71	NA	NA	10	"1"
"eas"	"3"	1.51	7.56	0.81	43	NA	NA	659	50	"0"
"acs"	"3"	3.38	3.81	0.44	55	0.89	NA	NA	33	"0"
"mmas"	"3"	1.62	1.75	0.38	56	NA	NA	NA	18	"0"
"ras"	"3"	3.78	1.39	0.68	12	NA	14	NA	17	"0"
"acs"	"3"	2.41	6.98	0.76	43	0.69	NA	NA	21	"0"
"acs"	"3"	4.41	7.55	0.14	35	0.59	NA	NA	45	"0"
"acs"	"3"	3.74	9.97	0.23	42	0.55	NA	NA	47	"0"
"acs"	"3"	3.29	4.47	0.17	48	0.69	NA	NA	34	"0"
"acs"	"3"	2.58	8.62	0.6	39	0.51	NA	NA	28	"0"
"acs"	"3"	1.75	5.58	0.92	35	0.62	NA	NA	18	"0"
"acs"	"3"	2.1	8.25	0.94	24	0.85	NA	NA	22	"0"
"acs"	"3"	1.76	5.46	0.78	29	0.62	NA	NA	18	"0"
"acs"	"3"	2.02	7.31	0.86	26	0.65	NA	NA	17	"0"
"acs"	"3"	1.46	8.07	0.96	14	0.93	NA	NA	23	"0"
"acs"	"3"	4.03	6.56	0.26	58	0.72	NA	NA	25	"0"
"acs"	"3"	3.53	4.76	0.07	44	0.7	NA	NA	34	"0"
"acs"	"3"	4.13	6.03	0.2	56	0.61	NA	NA	22	"0"
"acs"	"3"	3.53	6.34	0.2	51	0.77	NA	NA	23	"0"
"acs"	"3"	3.37	4.29	0.07	42	0.75	NA	NA	34	"0"
"acs"	"3"	3.74	4.41	0.04	42	0.72	NA	NA	34	"0"
"acs"	"3"	3.67	5.14	0.1	43	0.77	NA	NA	33	"0"
"acs"	"2"	3	5.64	0.35	45	0.07	NA	NA	29	"1"
"acs"	"3"	4.13	3.83	0.49	78	0.84	NA	NA	11	"1"
"acs"	"3"	1.84	9.99	0.8	15	0.93	NA	NA	10	"0"
"ras"	"3"	3.3	3.39	0.8	86	NA	18	NA	15	"0"
"ras"	"3"	2.72	1.82	0.69	64	NA	22	NA	12	"0"
"ras"	"3"	2.58	0.27	0.98	95	NA	25	NA	15	"0"
"ras"	"3"	3.03	4.14	0.76	87	NA	11	NA	12	"0"
"ras"	"3"	2.25	0.95	0.86	81	NA	19	NA	20	"0"
"ras"	"3"	2.72	4.37	0.7	67	NA	12	NA	16	"0"
"ras"	"3"	2.79	3.62	0.79	93	NA	14	NA	10	"0"
"ras"	"3"	3.07	1.2	0.64	95	NA	15	NA	16	"0"
"ras"	"3"	2.12	1.62	0.97	73	NA	13	NA	20	"0"
"ras"	"3"	2.51	2.11	0.95	67	NA	13	NA	25	"0"
"ras"	"3"	2.69	3.1	0.67	90	NA	12	NA	9	"0"
"ras"	"3"	2.66	2.15	0.97	72	NA	25	NA	29	"0"
"ras"	"3"	2.97	2.58	0.99	71	NA	22	NA	30	"0"
"ras"	"3"	2.66	2.18	0.89	66	NA	22	NA	27	"0"
"mmas"	"3"	3.91	9.78	0.65	69	NA	NA	NA	23	"0"
"acs"	"3"	2.49	8.21	0.91	47	0.08	NA	NA	39	"1"
"acs"	"3"	2.65	5.25	0.2	46	0.63	NA	NA	41	"0"
"acs"	"3"	3.99	5.99	0.37	33	0	NA	NA	45	"0"
"acs"	"3"	2.73	7.55	0.33	7	0.54	NA	NA	36	"0"
"acs"	"3"	2.33	3.05	0.11	20	0.53	NA	NA	26	"0"
